texto;toxico;num_admir;num_may;num_may_esc;emojis;num_emoji;num_insultos;dir_23ps;score_emoji_tox;emphasize;series_token2;series_token;filtered_words
solo llevo meses conduciendo y ya se que amo conducir y que odio al subnormal que va pegado al culo del coche todo el camino. separatecabron 😒;1.0;0;0;0.0;😒;1;0;1;-0.374;1.0;solo llevo meses conduciendo y ya se que amo conducir y que odio al subnormal que va pegado al culo del coche todo el camino. separatecabron 😒;['solo', 'llevo', 'meses', 'conduciendo', 'y', 'ya', 'se', 'que', 'amo', 'conducir', 'y', 'que', 'odio', 'al', 'subnormal', 'que', 'va', 'pegado', 'al', 'culo', 'del', 'coche', 'todo', 'el', 'camino', '.', 'separatecabron', '😒'];['solo', 'llevo', 'meses', 'conduciendo', 'amo', 'conducir', 'odio', 'subnormal', 'pegado', 'culo', 'coche', 'camino.', 'separatecabron', '😒']
a ver subnormal, ¿por eso dices que hay que cerrarla? mejor hacer como otros paises europeos y creernos la radiotelevision publica un poco mas. no se consigue nada cerrando. te lo dice un valenciano, que aqui nos quedamos sin rtv publica y fue un desastre.;1.0;0;0;0.0;;0;0;1;0.0;1.0;a ver subnormal, ¿por eso dices que hay que cerrarla? mejor hacer como otros paises europeos y creernos la radiotelevision publica un poco mas. no se consigue nada cerrando. te lo dice un valenciano, que aqui nos quedamos sin rtv publica y fue un desastre.;['a', 'ver', 'subnormal', ',', '¿por', 'eso', 'dices', 'que', 'hay', 'que', 'cerrarla', '?', 'mejor', 'hacer', 'como', 'otros', 'paises', 'europeos', 'y', 'creernos', 'la', 'radiotelevision', 'publica', 'un', 'poco', 'mas', '.', 'no', 'se', 'consigue', 'nada', 'cerrando', '.', 'te', 'lo', 'dice', 'un', 'valenciano', ',', 'que', 'aqui', 'nos', 'quedamos', 'sin', 'rtv', 'publica', 'y', 'fue', 'un', 'desastre', '.'];['ver', 'subnormal,', '¿por', 'dices', 'cerrarla?', 'mejor', 'hacer', 'paises', 'europeos', 'creernos', 'radiotelevision', 'publica', 'mas.', 'no', 'consigue', 'cerrando.', 'dice', 'valenciano,', 'aqui', 'quedamos', 'rtv', 'publica', 'desastre.']
algunos diciendo que son horribles , le tienen que gustar a el no a ti subnormal . estan guapisimos kami a ver como te queda la manga cuando la acabes;1.0;0;0;0.0;;0;0;1;0.0;1.0;algunos diciendo que son horribles , le tienen que gustar a el no a ti subnormal . estan guapisimos kami a ver como te queda la manga cuando la acabes;['algunos', 'diciendo', 'que', 'son', 'horribles', ',', 'le', 'tienen', 'que', 'gustar', 'a', 'el', 'no', 'a', 'ti', 'subnormal', '.', 'estan', 'guapisimos', 'kami', 'a', 'ver', 'como', 'te', 'queda', 'la', 'manga', 'cuando', 'la', 'acabes'];['diciendo', 'horribles', ',', 'gustar', 'no', 'subnormal', '.', 'estan', 'guapisimos', 'kami', 'ver', 'queda', 'manga', 'acabes']
que se puede esperar de una familia disfuncional, un padre alcoholico, una madre con hijos bastardos, un hijo subnormal y ahora esto ! en que manos estaba el pais, y aun mucho idiota salen con su mamada que el alcoholico fue un gran presidente, no mamen;1.0;1;0;0.0;;0;0;1;0.0;2.0;que se puede esperar de una familia disfuncional, un padre alcoholico, una madre con hijos bastardos, un hijo subnormal y ahora esto ! en que manos estaba el pais, y aun mucho idiota salen con su mamada que el alcoholico fue un gran presidente, no mamen;['que', 'se', 'puede', 'esperar', 'de', 'una', 'familia', 'disfuncional', ',', 'un', 'padre', 'alcoholico', ',', 'una', 'madre', 'con', 'hijos', 'bastardos', ',', 'un', 'hijo', 'subnormal', 'y', 'ahora', 'esto', '!', 'en', 'que', 'manos', 'estaba', 'el', 'pais', ',', 'y', 'aun', 'mucho', 'idiota', 'salen', 'con', 'su', 'mamada', 'que', 'el', 'alcoholico', 'fue', 'un', 'gran', 'presidente', ',', 'no', 'mamen'];['puede', 'esperar', 'familia', 'disfuncional,', 'padre', 'alcoholico,', 'madre', 'hijos', 'bastardos,', 'hijo', 'subnormal', 'ahora', '!', 'manos', 'pais,', 'aun', 'idiota', 'salen', 'mamada', 'alcoholico', 'gran', 'presidente,', 'no', 'mamen']
"acaba de llegarme un memento del corpus ayer; resulta que una niña de años empezo a insultarme llamandome subnormal, esto me da que pensar que, a lo mejor la sociedad avanza demasiado rapido, yo a esa edad ni le levantaba la mirada a alguien años mayor; en fin...";1.0;0;0;0.0;;0;0;1;0.0;1.0;"acaba de llegarme un memento del corpus ayer; resulta que una niña de años empezo a insultarme llamandome subnormal, esto me da que pensar que, a lo mejor la sociedad avanza demasiado rapido, yo a esa edad ni le levantaba la mirada a alguien años mayor; en fin...";"['acaba', 'de', 'llegarme', 'un', 'memento', 'del', 'corpus', 'ayer', ';', 'resulta', 'que', 'una', 'niña', 'de', 'años', 'empezo', 'a', 'insultarme', 'llamandome', 'subnormal', ',', 'esto', 'me', 'da', 'que', 'pensar', 'que', ',', 'a', 'lo', 'mejor', 'la', 'sociedad', 'avanza', 'demasiado', 'rapido', ',', 'yo', 'a', 'esa', 'edad', 'ni', 'le', 'levantaba', 'la', 'mirada', 'a', 'alguien', 'años', 'mayor', ';', 'en', 'fin', '...']";"['acaba', 'llegarme', 'memento', 'corpus', 'ayer;', 'resulta', 'niña', 'años', 'empezo', 'insultarme', 'llamandome', 'subnormal,', 'da', 'pensar', 'que,', 'mejor', 'sociedad', 'avanza', 'demasiado', 'rapido,', 'edad', 'levantaba', 'mirada', 'alguien', 'años', 'mayor;', 'fin...']"
la playa es la solucion pa todo;1.0;0;0;0.0;;0;0;1;0.0;1.0;la playa es la solucion pa todo;['la', 'playa', 'es', 'la', 'solucion', 'pa', 'todo'];['playa', 'solucion', 'pa']
en un lugar cerca de la playa, me gusta como huele.;0.0;0;0;0.0;;0;0;0;0.0;0.0;en un lugar cerca de la playa, me gusta como huele.;['en', 'un', 'lugar', 'cerca', 'de', 'la', 'playa', ',', 'me', 'gusta', 'como', 'huele', '.'];['lugar', 'cerca', 'playa,', 'gusta', 'huele.']
tierra tragame y escupeme donde haya sol, playa y arena;0.0;0;0;0.0;;0;0;1;0.0;1.0;tierra tragame y escupeme donde haya sol, playa y arena;['tierra', 'tragame', 'y', 'escupeme', 'donde', 'haya', 'sol', ',', 'playa', 'y', 'arena'];['tierra', 'tragame', 'escupeme', 'sol,', 'playa', 'arena']
y cuando vas a la playa?;0.0;0;0;0.0;;0;0;0;0.0;0.0;y cuando vas a la playa?;['y', 'cuando', 'vas', 'a', 'la', 'playa', '?'];['vas', 'playa?']
se ha quedao dia de playa;0.0;0;1;0.16666666666666666;;0;0;0;0.0;0.16666666666666666;se ha quedao dia de playa;['se', 'ha', 'quedao', 'dia', 'de', 'playa'];['quedao', 'dia', 'playa']
si hay playa, hay alcohol;0.0;0;0;0.0;;0;0;0;0.0;0.0;si hay playa, hay alcohol;['si', 'hay', 'playa', ',', 'hay', 'alcohol'];['playa,', 'alcohol']
todos esperandome en la playa y yo en mi cama;0.0;0;0;0.0;;0;0;1;0.0;1.0;todos esperandome en la playa y yo en mi cama;['todos', 'esperandome', 'en', 'la', 'playa', 'y', 'yo', 'en', 'mi', 'cama'];['esperandome', 'playa', 'cama']
ojala celebrar mi santo en la playa al lado de una fogata con mis amigos nochedesanjuan;0.0;0;0;0.0;;0;0;1;0.0;1.0;ojala celebrar mi santo en la playa al lado de una fogata con mis amigos nochedesanjuan;['ojala', 'celebrar', 'mi', 'santo', 'en', 'la', 'playa', 'al', 'lado', 'de', 'una', 'fogata', 'con', 'mis', 'amigos', 'nochedesanjuan'];['ojala', 'celebrar', 'santo', 'playa', 'lado', 'fogata', 'amigos', 'nochedesanjuan']
el carabinero es muy muy potente. sabe a “ahogadillas” en la playa cuando eramos chicos. a mar.;0.0;0;0;0.0;;0;0;1;0.0;1.0;el carabinero es muy muy potente. sabe a “ahogadillas” en la playa cuando eramos chicos. a mar.;['el', 'carabinero', 'es', 'muy', 'muy', 'potente', '.', 'sabe', 'a', '“', 'ahogadillas', '”', 'en', 'la', 'playa', 'cuando', 'eramos', 'chicos', '.', 'a', 'mar', '.'];['carabinero', 'potente.', 'sabe', '“ahogadillas”', 'playa', 'eramos', 'chicos.', 'mar.']
no hare mas nada.. q el tiempo diga todo;0.0;0;0;0.0;;0;0;0;0.0;0.0;no hare mas nada.. q el tiempo diga todo;['no', 'hare', 'mas', 'nada..', 'q', 'el', 'tiempo', 'diga', 'todo'];['no', 'hare', 'mas', 'nada..', 'q', 'tiempo', 'diga']
hola, despues de tanto tiempo puedo decir que realmente estoy feliz.;0.0;0;0;0.0;;0;0;1;0.0;1.0;hola, despues de tanto tiempo puedo decir que realmente estoy feliz.;['hola', ',', 'despues', 'de', 'tanto', 'tiempo', 'puedo', 'decir', 'que', 'realmente', 'estoy', 'feliz', '.'];['hola,', 'despues', 'tiempo', 'puedo', 'decir', 'realmente', 'feliz.']
tal vez fumando te encuentre en el tiempo y otra vez por mis ojos vuelvas a entrar como el sol;0.0;0;0;0.0;;0;0;0;0.0;0.0;tal vez fumando te encuentre en el tiempo y otra vez por mis ojos vuelvas a entrar como el sol;['tal', 'vez', 'fumando', 'te', 'encuentre', 'en', 'el', 'tiempo', 'y', 'otra', 'vez', 'por', 'mis', 'ojos', 'vuelvas', 'a', 'entrar', 'como', 'el', 'sol'];['tal', 'vez', 'fumando', 'encuentre', 'tiempo', 'vez', 'ojos', 'vuelvas', 'entrar', 'sol']
que haga lo que quiera.. ya tendra tiempo para arrepentirse. el que no este comprometido mejor que no venga;0.0;0;0;0.0;;0;0;1;0.0;1.0;que haga lo que quiera.. ya tendra tiempo para arrepentirse. el que no este comprometido mejor que no venga;['que', 'haga', 'lo', 'que', 'quiera..', 'ya', 'tendra', 'tiempo', 'para', 'arrepentirse', '.', 'el', 'que', 'no', 'este', 'comprometido', 'mejor', 'que', 'no', 'venga'];['haga', 'quiera..', 'tendra', 'tiempo', 'arrepentirse.', 'no', 'comprometido', 'mejor', 'no', 'venga']
nikola tesla y su viaje en el tiempo: vi el pasado, el presente y el fu... via;0.0;0;0;0.0;;0;0;1;0.0;1.0;nikola tesla y su viaje en el tiempo: vi el pasado, el presente y el fu... via;['nikola', 'tesla', 'y', 'su', 'viaje', 'en', 'el', 'tiempo', ':', 'vi', 'el', 'pasado', ',', 'el', 'presente', 'y', 'el', 'fu', '...', 'via'];['nikola', 'tesla', 'viaje', 'tiempo:', 'vi', 'pasado,', 'presente', 'fu...', 'via']
necesito de esos abrazos que te paran el tiempo y te hacen sentir en paz.;0.0;0;0;0.0;;0;0;1;0.0;1.0;necesito de esos abrazos que te paran el tiempo y te hacen sentir en paz.;['necesito', 'de', 'esos', 'abrazos', 'que', 'te', 'paran', 'el', 'tiempo', 'y', 'te', 'hacen', 'sentir', 'en', 'paz', '.'];['necesito', 'abrazos', 'paran', 'tiempo', 'hacen', 'sentir', 'paz.']
fuiste la forma mas bonita de perder mi tiempo;0.0;0;0;0.0;;0;0;0;0.0;0.0;fuiste la forma mas bonita de perder mi tiempo;['fuiste', 'la', 'forma', 'mas', 'bonita', 'de', 'perder', 'mi', 'tiempo'];['forma', 'mas', 'bonita', 'perder', 'tiempo']
heras hace tiempo q alves se fumo a cafu y sobre todo a lahm;0.0;0;0;0.0;;0;0;1;0.0;1.0;heras hace tiempo q alves se fumo a cafu y sobre todo a lahm;['heras', 'hace', 'tiempo', 'q', 'alves', 'se', 'fumo', 'a', 'cafu', 'y', 'sobre', 'todo', 'a', 'lahm'];['heras', 'hace', 'tiempo', 'q', 'alves', 'fumo', 'cafu', 'lahm']
tienen wifi por antena para casa rural?;0.0;0;0;0.0;;0;0;0;0.0;0.0;tienen wifi por antena para casa rural?;['tienen', 'wifi', 'por', 'antena', 'para', 'casa', 'rural', '?'];['wifi', 'antena', 'casa', 'rural?']
esta semana en recomendamos casa rural lagar de palacio en santa cilia un lugar ideal para pasar unos dias de diversion y aventura a la vez que de la tranquilidad que su entorno ofrece al estar situada a los pies del rio aragon. la casa, de...;0.0;0;0;0.0;;0;0;1;0.0;1.0;esta semana en recomendamos casa rural lagar de palacio en santa cilia un lugar ideal para pasar unos dias de diversion y aventura a la vez que de la tranquilidad que su entorno ofrece al estar situada a los pies del rio aragon. la casa, de...;['esta', 'semana', 'en', 'recomendamos', 'casa', 'rural', 'lagar', 'de', 'palacio', 'en', 'santa', 'cilia', 'un', 'lugar', 'ideal', 'para', 'pasar', 'unos', 'dias', 'de', 'diversion', 'y', 'aventura', 'a', 'la', 'vez', 'que', 'de', 'la', 'tranquilidad', 'que', 'su', 'entorno', 'ofrece', 'al', 'estar', 'situada', 'a', 'los', 'pies', 'del', 'rio', 'aragon', '.', 'la', 'casa', ',', 'de', '...'];['semana', 'recomendamos', 'casa', 'rural', 'lagar', 'palacio', 'santa', 'cilia', 'lugar', 'ideal', 'pasar', 'dias', 'diversion', 'aventura', 'vez', 'tranquilidad', 'entorno', 'ofrece', 'situada', 'pies', 'rio', 'aragon.', 'casa,', 'de...']
sortean un fin de semana en finca goleta, otro en casa rural a pasada y un vale de € en actividades de . tienes que participar en un trivial que esta disponible en todos los dispositivos a traves del sitio web sorteo.;0.0;0;0;0.0;;0;0;1;0.0;1.0;sortean un fin de semana en finca goleta, otro en casa rural a pasada y un vale de € en actividades de . tienes que participar en un trivial que esta disponible en todos los dispositivos a traves del sitio web sorteo.;['sortean', 'un', 'fin', 'de', 'semana', 'en', 'finca', 'goleta', ',', 'otro', 'en', 'casa', 'rural', 'a', 'pasada', 'y', 'un', 'vale', 'de', '€', 'en', 'actividades', 'de', '.', 'tienes', 'que', 'participar', 'en', 'un', 'trivial', 'que', 'esta', 'disponible', 'en', 'todos', 'los', 'dispositivos', 'a', 'traves', 'del', 'sitio', 'web', 'sorteo', '.'];['sortean', 'fin', 'semana', 'finca', 'goleta,', 'casa', 'rural', 'pasada', 'vale', '€', 'actividades', '.', 'participar', 'trivial', 'disponible', 'dispositivos', 'traves', 'sitio', 'web', 'sorteo.']
hoy disfrutamos del domingo desde un lugar ideal, descansando en medio de un ambiente que combina lo natural con el mundo rural 😍 ¡hoy estamos en casa aurora! fuerteventura 🌴;0.0;1;0;0.0;😍 🌴;2;0;1;0.6014999999999999;2.0;hoy disfrutamos del domingo desde un lugar ideal, descansando en medio de un ambiente que combina lo natural con el mundo rural 😍 ¡hoy estamos en casa aurora! fuerteventura 🌴;['hoy', 'disfrutamos', 'del', 'domingo', 'desde', 'un', 'lugar', 'ideal', ',', 'descansando', 'en', 'medio', 'de', 'un', 'ambiente', 'que', 'combina', 'lo', 'natural', 'con', 'el', 'mundo', 'rural', '😍', '¡hoy', 'estamos', 'en', 'casa', 'aurora', '!', 'fuerteventura', '🌴'];['hoy', 'disfrutamos', 'domingo', 'lugar', 'ideal,', 'descansando', 'medio', 'ambiente', 'combina', 'natural', 'mundo', 'rural', '😍', '¡hoy', 'casa', 'aurora!', 'fuerteventura', '🌴']
cabrera mira lo que puedes comprar para la linda casa rural;0.0;0;0;0.0;;0;0;1;0.0;1.0;cabrera mira lo que puedes comprar para la linda casa rural;['cabrera', 'mira', 'lo', 'que', 'puedes', 'comprar', 'para', 'la', 'linda', 'casa', 'rural'];['cabrera', 'mira', 'puedes', 'comprar', 'linda', 'casa', 'rural']
ayer casi se me cae la lagrimita porque mi madre me conto que organizando la comida con mi familia que vamos a ir a una casa rural, el menu era basicamente carne y ella estaba todo el rato a lo y una tortilla de patatas, o salmorejo, llevamos queso para tapear e.t.c.;0.0;0;0;0.0;;0;0;1;0.0;1.0;ayer casi se me cae la lagrimita porque mi madre me conto que organizando la comida con mi familia que vamos a ir a una casa rural, el menu era basicamente carne y ella estaba todo el rato a lo y una tortilla de patatas, o salmorejo, llevamos queso para tapear e.t.c.;['ayer', 'casi', 'se', 'me', 'cae', 'la', 'lagrimita', 'porque', 'mi', 'madre', 'me', 'conto', 'que', 'organizando', 'la', 'comida', 'con', 'mi', 'familia', 'que', 'vamos', 'a', 'ir', 'a', 'una', 'casa', 'rural', ',', 'el', 'menu', 'era', 'basicamente', 'carne', 'y', 'ella', 'estaba', 'todo', 'el', 'rato', 'a', 'lo', 'y', 'una', 'tortilla', 'de', 'patatas', ',', 'o', 'salmorejo', ',', 'llevamos', 'queso', 'para', 'tapear', 'e.t.c', '.'];['ayer', 'casi', 'cae', 'lagrimita', 'madre', 'conto', 'organizando', 'comida', 'familia', 'vamos', 'ir', 'casa', 'rural,', 'menu', 'basicamente', 'carne', 'rato', 'tortilla', 'patatas,', 'salmorejo,', 'llevamos', 'queso', 'tapear', 'e.t.c.']
ayer se llevo a cabo la entrega de pilones y acompañamiento de siembra en el municipio de villa nueva, guatemala. como parte del programa de extensionismo rural del ministerio de agricultura. en esta actividad participaron hombres y en su mayoria mujeres amas de casa.;0.0;0;0;0.0;;0;0;1;0.0;1.0;ayer se llevo a cabo la entrega de pilones y acompañamiento de siembra en el municipio de villa nueva, guatemala. como parte del programa de extensionismo rural del ministerio de agricultura. en esta actividad participaron hombres y en su mayoria mujeres amas de casa.;['ayer', 'se', 'llevo', 'a', 'cabo', 'la', 'entrega', 'de', 'pilones', 'y', 'acompañamiento', 'de', 'siembra', 'en', 'el', 'municipio', 'de', 'villa', 'nueva', ',', 'guatemala', '.', 'como', 'parte', 'del', 'programa', 'de', 'extensionismo', 'rural', 'del', 'ministerio', 'de', 'agricultura', '.', 'en', 'esta', 'actividad', 'participaron', 'hombres', 'y', 'en', 'su', 'mayoria', 'mujeres', 'amas', 'de', 'casa', '.'];['ayer', 'llevo', 'cabo', 'entrega', 'pilones', 'acompañamiento', 'siembra', 'municipio', 'villa', 'nueva,', 'guatemala.', 'parte', 'programa', 'extensionismo', 'rural', 'ministerio', 'agricultura.', 'actividad', 'participaron', 'hombres', 'mayoria', 'mujeres', 'amas', 'casa.']
si hija....casa rural…;0.0;0;0;0.0;;0;0;0;0.0;0.0;si hija....casa rural…;['si', 'hija', '...', '.casa', 'rural…'];['hija....casa', 'rural…']
casa rural en sariñena, los monegros, en huesca. hasta plazas.;0.0;0;0;0.0;;0;0;1;0.0;1.0;casa rural en sariñena, los monegros, en huesca. hasta plazas.;['casa', 'rural', 'en', 'sariñena', ',', 'los', 'monegros', ',', 'en', 'huesca', '.', 'hasta', 'plazas', '.'];['casa', 'rural', 'sariñena,', 'monegros,', 'huesca.', 'plazas.']
quiero ir a ver toy story pero entre casa rural esto y lo otro no tengo dinero :(;0.0;0;0;0.0;;0;0;1;0.0;1.0;quiero ir a ver toy story pero entre casa rural esto y lo otro no tengo dinero :(;['quiero', 'ir', 'a', 'ver', 'toy', 'story', 'pero', 'entre', 'casa', 'rural', 'esto', 'y', 'lo', 'otro', 'no', 'tengo', 'dinero', ':', '('];['quiero', 'ir', 'ver', 'toy', 'story', 'casa', 'rural', 'no', 'dinero', ':(']
yo soy la unica persona y me gusta esta casa o la casa rural que se ha quedado en la f de los records;0.0;0;0;0.0;;0;0;1;0.0;1.0;yo soy la unica persona y me gusta esta casa o la casa rural que se ha quedado en la f de los records;['yo', 'soy', 'la', 'unica', 'persona', 'y', 'me', 'gusta', 'esta', 'casa', 'o', 'la', 'casa', 'rural', 'que', 'se', 'ha', 'quedado', 'en', 'la', 'f', 'de', 'los', 'records'];['unica', 'persona', 'gusta', 'casa', 'casa', 'rural', 'quedado', 'f', 'records']
solicitada licencia de obra para casa rural en calle castellanos. valdepeñas obras comercio;0.0;0;0;0.0;;0;0;0;0.0;0.0;solicitada licencia de obra para casa rural en calle castellanos. valdepeñas obras comercio;['solicitada', 'licencia', 'de', 'obra', 'para', 'casa', 'rural', 'en', 'calle', 'castellanos', '.', 'valdepeñas', 'obras', 'comercio'];['solicitada', 'licencia', 'obra', 'casa', 'rural', 'calle', 'castellanos.', 'valdepeñas', 'obras', 'comercio']
estoy de casa rural sin apenas internet y no puedo ver el concierto en pinterest :(;0.0;0;0;0.0;;0;0;1;0.0;1.0;estoy de casa rural sin apenas internet y no puedo ver el concierto en pinterest :(;['estoy', 'de', 'casa', 'rural', 'sin', 'apenas', 'internet', 'y', 'no', 'puedo', 'ver', 'el', 'concierto', 'en', 'pinterest', ':', '('];['casa', 'rural', 'apenas', 'internet', 'no', 'puedo', 'ver', 'concierto', 'pinterest', ':(']
q el lunes me voy a una casa rural;0.0;0;0;0.0;;0;0;1;0.0;1.0;q el lunes me voy a una casa rural;['q', 'el', 'lunes', 'me', 'voy', 'a', 'una', 'casa', 'rural'];['q', 'lunes', 'voy', 'casa', 'rural']
100 obras de arte que debes ver en vivo antes de morir;0.0;0;0;0.0;;0;0;1;0.0;1.0;100 obras de arte que debes ver en vivo antes de morir;['100', 'obras', 'de', 'arte', 'que', 'debes', 'ver', 'en', 'vivo', 'antes', 'de', 'morir'];['100', 'obras', 'arte', 'debes', 'ver', 'vivo', 'morir']
¡nuevo video! ¡exposiciones de manga en londres! ¡y un poquito de arte urbano!;0.0;3;2;0.15384615384615385;;0;0;1;0.0;4.153846153846153;¡nuevo video! ¡exposiciones de manga en londres! ¡y un poquito de arte urbano!;['¡nuevo', 'video', '!', '¡exposiciones', 'de', 'manga', 'en', 'londres', '!', '¡y', 'un', 'poquito', 'de', 'arte', 'urbano', '!'];['¡nuevo', 'video!', '¡exposiciones', 'manga', 'londres!', '¡y', 'poquito', 'arte', 'urbano!']
sobre arte y politica;0.0;0;0;0.0;;0;0;0;0.0;0.0;sobre arte y politica;['sobre', 'arte', 'y', 'politica'];['arte', 'politica']
tiene una mezcla de belleza con arte;0.0;0;0;0.0;;0;0;0;0.0;0.0;tiene una mezcla de belleza con arte;['tiene', 'una', 'mezcla', 'de', 'belleza', 'con', 'arte'];['mezcla', 'belleza', 'arte']
